condition_label,medical_abstract
general pathological conditions,Colon cancer in pregnancy with elevated maternal serum alpha-fetoprotein level at presentation. A case of colon cancer in pregnancy is presented in which the maternal serum alpha-fetoprotein level was elevated. Failure to evaluate colon cancer as a cause of the elevated maternal serum alpha-fetoprotein may have accounted for the poor outcome. 
general pathological conditions,"Gallium-67 imaging in retroperitoneal fibrosis: significance of a negative result. A patient with retroperitoneal fibrosis and right peritracheal and hilar lymphadenopathy was studied using gallium-67-citrate. No abnormal uptake was seen in the regions of retroperitoneal fibrosis, while there was avid uptake in chest lesions later shown to represent small cell lung carcinoma. Retroperitoneal fibrosis which does not show gallium uptake is most likely mature, with few inflammatory elements. In patients with multiple retroperitoneal and/or mediastinal masses, gallium imaging may be useful in identifying the most active sites of disease for possible biopsy and for subsequent monitoring of response to therapy. "
general pathological conditions,"Eosinophilia-myalgia syndrome (L-tryptophan-associated neuromyopathy). Histopathologic study of skeletal muscle biopsy in a patient with eosinophilia-myalgia syndrome following L-tryptophan use showed prominent lymphocytic perineuritis, neuritis, and perimysial fasciitis. The presence of perineuritis and neuritis provides a histopathologic basis for clinical features of neuropathy in eosinophilia-myalgia syndrome and occurred in conjunction with a fasciitis or interstitial myositis that was predominantly perimysial and focally endomysial. "
general pathological conditions,Intussusception encephalopathy: an underrecognized cause of coma in children. Intestinal intussusception is a common cause of bowel obstruction in infancy and early childhood. Typically the presenting signs and symptoms are referable to the abdomen. On occasion the most prominent presenting feature is depressed level of consciousness. We describe 3 patients who presented with coma associated with intussusception. 
general pathological conditions,"Recurrent transient ischemic attacks and stroke in association with an internal carotid artery web Fibromuscular dysplasia is a nonatherosclerotic vascular disease that most commonly affects cervical carotid arteries at the C1-C2 level when cephalic arteries are involved. Several histopathologic and angiographic subtypes of fibromuscular dysplasia exist; most have a benign natural history. We describe the third reported case of a pathologically proven, symptomatic proximal internal carotid artery web and suggest that patients with this lesion are at a higher risk for stroke. "
general pathological conditions,Klinefelter's syndrome with anomalous origin of left main coronary artery Klinefelter's syndrome is a rare entity. Even rarer is an anomalous origin of the Left Main Coronary Artery. For both conditions to occur in the same patient is hence exceedingly rare. Reported here is a never previously reported case of a coronary congenital anomaly in a patient with Klinefelter's syndrome together with the proper angiographic approach. 
general pathological conditions,"Neutrophilic eccrine hidradenitis in two neutropenic patients. Neutrophilic eccrine hidradenitis is an uncommon, self-limited dermatosis with a variable clinical presentation. It seems to be due to chemotherapeutic drugs in most cases. Necrosis of the eccrine gland associated with a neutrophilic infiltrate is the histologic hallmark of this disease. We report two additional cases in neutropenic patients with acute myelogenous leukemia in which there was a striking lack of neutrophil infiltration. A new term, drug-associated eccrine hidradenitis, is suggested. "
general pathological conditions,"Percutaneous pedestal in cochlear implantation. Direct electrical connection between an external sound-processing device and intracochlear electrodes is accomplished via a percutaneous pedestal. Patient pedestal complaints and experience have been recorded. Pedestal problems have been classified into six classes, with class 0 indicating no problems and the severity of problem increasing in classes 1 through 4. Class 5 indicates pedestal trauma. No class 5 problems were encountered. At 48 months of experience, 53% of patients were class 0 and 26% were class 1. The pedestal experience is detailed in the paper. The percutaneous pedestal has been found to be a well-tolerated, efficient system for information transfer in cochlear implant patients. "
general pathological conditions,"Successful treatment of recurrent corneal erosion with Nd:YAG anterior stromal puncture I used a new technique to create anterior corneal stromal punctures for the treatment of traumatic recurrent corneal erosions that had not responded to conventional therapy. Three patients with such erosions within the visual axis were successfully treated by using multiple applications of the Nd: YAG laser set at energy levels between 1.8 and 2.2 mJ. One of these patients had previous stromal puncture with a bent 25-gauge needle. The erosions of all patients healed without complications and have remained symptom-free for four to six months. Compared with needle puncture, the laser punctures were more reproducible, shallow, and translucent. "
general pathological conditions,"Ventricular ectopy: significance and management. Ventricular ectopy is a normal variant of cardiac rhythm, and its significance in an individual is related to cardiac risk factors and the presence or absence of heart disease. Although there is good evidence in many forms of heart disease that complex VEBs indicate a high risk of death, treatment of asymptomatic VEBs with antiarrhythmic drugs has not been shown to improve survival and may be hazardous. Treatment should be directed at the underlying heart disease. Those with heart disease and severe symptoms resulting from VEBs will often require electrophysiological assessment as to specific antiarrhythmic therapy. Those without heart disease can usually be managed by reassurance and do not require antiarrhythmic drugs. "
general pathological conditions,"Carotid-cavernous sinus fistula associated with a primitive trigeminal artery. Carotid-cavernous sinus fistulas are not rare, but they have never been reported in association with persistent primitive trigeminal artery. We recently encountered such a case. The Jaeger-Hamby procedure was employed, with mandatory occlusion of the primitive trigeminal artery. "
general pathological conditions,"A rare case of renovascular hypertension due to iatrogenic thoracoabdominal aortic dissection. A report of successful surgical treatment in childhood. Renovascular hypertension due to iatrogenic thoracoabdominal aortic dissection in an 8-year-old girl with aortic valvular stenosis is presented. A splenorenal arterial anastomosis without splenectomy was successfully performed. This procedure is considered best suited for children with thoracoabdominal aortic dissection as the autogenous graft is expected to grow and provide long-term patency. The spleen left in situ was expected to be advantageous, from the immunological aspect, at the time of open heart surgery for aortic valvular stenosis, which was anticipated in the near future in this child. "
general pathological conditions,Anaesthetic management of a 2-month-old infant for laser resection of vocal cord granuloma. A 2-month-old infant underwent excision of granulomata of vocal cords with a carbon dioxide laser. High frequency jet ventilation was given through a surgical metal suction tube during the operation. The anaesthetic technique for the infant and the problems of the use of carbon dioxide laser in laryngeal surgery are discussed. 
general pathological conditions,"Pathogenesis and treatment of intra-abdominal infection. Intra-abdominal infection is considered potentially life-threatening. Such infection is frequently secondary to perforated viscera, trauma or inflammatory disease. Simple abscesses may be drained percutaneously with roentgenologic guidance; complex abscesses often require open surgical drainage. Secondary peritonitis is usually polymicrobial; broad-spectrum antimicrobial therapy effective against aerobic and anaerobic gram-negative bacteria, as well as gram-positive organisms, is essential. Newer antibiotics, administered either singly or in combination, have been used successfully to treat intra-abdominal infection while avoiding the toxicity of aminoglycosides. "
general pathological conditions,"Acute myeloid leukemia and background radiation in an expanded case-referent study. A case-referent study that investigated possible associations between environmental and occupational exposures and acute myeloid leukemia was performed on 86 cases and 172 referents, all of whom were living. Exposure information was obtained through a questionnaire mailed to each subject. An association was found between time spent in concrete buildings at home and work and leukemia morbidity. In addition, extensive x-ray examinations that occurred more than 5 y prior to diagnosis were more common among cases than referents. "
general pathological conditions,"'Locked-in syndrome' for 27 years following a viral illness: clinical and pathologic findings. We describe a man who, after a presumed encephalitic illness, was ""locked-in"" for 27 years. His CT and autopsy findings showed atrophy of the brainstem and a cystic lesion at the base of the pons. He survived longer than most other patients in a similar state. "
general pathological conditions,Photic sneeze reflex in nephropathic cystinosis Photic induced sneeze is a reflex that occurs in certain individuals after exposure to bright light. Cystinosis is an autosomal recessive inborn error of metabolism in which nonprotein cystine accumulates within lysosomes. The pathognomonic ocular manifestation of cystinosis is corneal crystal deposition. We observed photic induced sneezes during ophthalmoscopic examination in five of 19 patients with nephropathic cystinosis (26%). We report on this observation and discuss possible pathophysiological mechanisms for photic induced sneezing in cystinosis. 
general pathological conditions,"Rebleeding from intracranial dissecting aneurysm in the vertebral artery. We describe two patients with rebleeding from intracranial vertebral artery dissecting aneurysms during the acute stage. One patient had excellent results after emergency surgery. A review of recent reports including 60 patients with this disorder revealed a rebleeding rate of 30%, mostly during the acute stage. This suggests that a ruptured dissecting aneurysm in the vertebral artery is at risk for rebleeding during the acute stage, similar to a saccular aneurysm in the same location. "
general pathological conditions,"Recurrent rhabdomyolysis in association with cocaine use. As the popularity of cocaine increases in our society, so does the frequency and variety of medical complications associated with its use. A growing number of cases have implicated cocaine use in the development of rhabdomyolysis and its complication, acute renal failure. We have reported the first case of recurrent rhabdomyolysis and acute renal failure directly associated with cocaine use. Although adulterants might cause muscle damage, we believe cocaine should be added to the list of drugs that are capable of producing rhabdomyolysis. "
general pathological conditions,"Cytogenetic analysis of a granulocytic sarcoma in a patient without systemic leukaemia. Granulocytic sarcoma is a rare complication of leukaemia. Occasionally it presents before the development of systemic leukaemia when diagnosis may be difficult. A case of granulocytic sarcoma occurring in a patient with no overt evidence of leukaemia, but in whom cytogenetic analysis of the bone marrow showed a clonal t(12;13) translocation, is reported. Cytogenetic analysis of tissues in this disease may indicate evidence of systemic disease before overt morphological changes. "
general pathological conditions,Bronchobiliary fistula detected by cholescintigraphy. We present a case of a bronchobiliary fistula initially detected by hepatobiliary scintigraphy. The patient developed bilioptysis 18 mo after undergoing a right hepatic lobectomy and resection of the common bile duct for cholangiocarcinoma. The procedure was complicated by the development of a subphrenic abscess that required percutaneous biliary drainage. 
general pathological conditions,"Salicylate poisoning from enteric-coated aspirin. Delayed absorption may complicate management. Acute salicylate poisoning with enteric-coated aspirin may result from accidental ingestion, a suicide attempt, or a complication of long-term therapy. Because absorption of enteric-coated aspirin is delayed, use of the Done nomogram to determine toxicity may lead to underestimating the severity of the poisoning. Treatment options include induction of emesis or diuresis, gastric lavage, administration of activated charcoal, and surgery. "
general pathological conditions,"Mayer-Rokitansky-Kuster-Hauser syndrome with splenosis. A case report. This is the first reported case of simultaneously occurring pelvic splenosis and Mayer-Rokitansky-Kuster-Hauser syndrome. No other congenital or anatomic abnormalities were observed in the patient, and she had no history of abdominal trauma or surgery. Endometriosis was suspected initially during laparoscopy for pelvic pain. After tissue removal at laparotomy, the histologic evaluation established the diagnosis of splenosis. Biopsy at laparoscopy should be considered to confirm the diagnosis in the presence of a congenital anomaly and lesions suspected of being endometriotic. "
general pathological conditions,"Sex reversal syndrome (XX male). Men who appear normal and live a normal life, may have a 46,XX karyotype and present with the typical features of infertility and end organ (testicular) failure. They are azoospermic and their small testicles show specific patterns on light and electron microscopy. Recent advances in genetics (1) favor the ""X-Y interchange"" theory to explain this phenomenon; (2) hypothesize about the roles of the H-Y antigen and testis determining factor (TDF) in determining ""maleness""; and (3) allow mapping of the relative positions of H-Y and TDF loci on the Y chromosome. "
general pathological conditions,"Caseating hepatic granulomas in Hodgkin's lymphoma. A 68-year-old man presented with recurrent Hodgkin's lymphoma after a 9-year disease-free interval induced by chemotherapy. In addition to histological evidence of recurrent Hodgkin's disease, the liver biopsy specimen showed extensive caseating granulomas. Cultures of bone marrow and liver tissue tested negative for Mycobacterium tuberculosis. No antituberculous treatment was administered, and the patient had an excellent clinical response to additional chemotherapy for lymphoma. Hodgkin's lymphoma should be added to the list of disease entities associated with caseating granulomas in the liver. "
general pathological conditions,"Ocular complications of rheumatic diseases of childhood. The association between inflammatory ocular and articular disease is a strong one, although the pathogenesis of this relationship is obscure. For the physician or surgeon caring for children with chronic arthritis, awareness of the risk of chronic asymptomatic anterior uveitis is essential if early diagnosis, treatment, and prevention of visual impairment are to be accomplished. This is particularly true for children with pauciarticular-onset juvenile rheumatoid arthritis or psoriatic arthritis. Acute symptomatic anterior uveitis is characteristic of disorders such as ankylosing spondylitis. Whereas this disease is initially more unpleasant for the child, it has a good long-term prognosis. "
general pathological conditions,"Giant breast hematoma requiring blood transfusion: an unusual complication after an echocardiographic study during thrombolytic therapy. We report on a patient in whom significant bleeding occurred during thrombolytic therapy. The bleeding occurred after an echocardiographic study, and it resulted in blood transfusion. "
general pathological conditions,"Use of magnetic resonance imaging in the diagnosis of cortical blindness in pregnancy. Magnetic resonance imaging (MRI) may be helpful in the assessment of eclampsia and preeclampsia with central nervous system symptomatology such as cortical blindness. We describe a rare case of complete binocular blindness postpartum with no other neurologic deficits, in which MRI abnormalities were undetected on computed tomography. The better soft-tissue discrimination of MRI may visualize important but subtle lesions which ultimately may help to explain the underlying pathophysiologic mechanism in such cases. "
general pathological conditions,Ampullary hamartoma: endoscopic diagnosis and treatment. This study shows a patient who presented with intermittent biliary tract obstruction caused by ampullary hamartoma. Endoscopic retrograde cholangiopancreatography showed a large ulcerated papilla and dilated biliary ducts. Tissue diagnosis was established by a large particle biopsy obtained with a snare. The patient underwent a successful endoscopic sphincterotomy and has remained symptom free for 4 years. 
general pathological conditions,"Tension pneumothorax secondary to a gastropleural fistula in a traumatic diaphragmatic hernia. We report a case of tension pneumothorax due to a gastropleural fistula resulting from perforation of the stomach in a traumatic diaphragmatic hernia. Awareness of perforation of strangulated stomach or bowel in a diaphragmatic hernia as a cause of pneumothorax, with or without tension physiology, in a patient with a history of trauma is important so that surgical repair can be undertaken without delay. "
general pathological conditions,Delayed facial palsy following uncomplicated stapedectomy. We report six cases of partial lower motor neurone facial palsy occurring between four and ten days after uncomplicated stapedectomy. The aetiology is unclear but recovery was rapid and complete in all patients. 
general pathological conditions,"Thalidomide: treatment of severe recurrent aphthous stomatitis in patients with AIDS. An increasing number of AIDS patients have been noted to suffer severe recurrent aphthous stomatitis (RAS), a condition often associated with high morbidity that remains unresponsive to conventional therapeutic interventions. In two cases thalidomide was administered to successfully treat AIDS patients with RAS. Both patients experienced complete abatement of pain shortly after therapy was initiated. Ulcerations that were present for months resolved after three or four weeks of thalidomide therapy without any adverse effects. Thalidomide appears to be an effective agent for the treatment of severe RAS unresponsive to traditional therapies. "
general pathological conditions,"A surgical approach to the cervicothoracic spine. We describe a method for approaching the lower cervical and upper thoracic spine, the brachial plexus and related vessels. The method involves the elevation of the medial corner of the manubrium, the sternoclavicular joint, and the medial half of the clavicle on a pedicle of the sternomastoid muscle. We have used this exposure in 17 cases with few complications and good results. Its successful performance requires high standards of anaesthesia, surgical technique and postoperative care. "
general pathological conditions,"Spinal anaesthesia in day-care surgery with a 26-gauge needle. We studied 106 day-care surgical patients (52 male) aged 18-70 yr (mean 49.6 yr) who received spinal anaesthesia with a 26-gauge spinal needle. The incidence of headache, back pain and patient acceptability were investigated after operation using a questionnaire. The incidence of postspinal headache was 7.5%, and 11.3% of patients developed back pain. One patient remained in hospital because of hypotension and dizziness. There were no major complications and patient acceptability was almost 100%. We conclude that spinal anaesthesia for day-care surgery is easy to perform and cost effective. "
general pathological conditions,Possible role of leukotrienes in gastritis associated with Campylobacter pylori. This study was done to evaluate the role of leukotrienes (LTs) in gastritis associated with Campylobacter pylori. Biopsy specimens of gastric mucosa were obtained endoscopically from 18 patients with nonulcer dyspepsia for bacteriological and histological examination and extraction of LTs. There was correlation between the LTB4 level in the mucosa and the degree of gastritis evaluated histologically. The level was higher when infiltration of neutrophils in the gastric mucosa was more extensive. The LTB4 level in mucosa infected with C. pylori was higher than that in noninfected mucosa. These findings suggest that endogenous LTs may be related to the pathogenesis of gastritis associated with C. pylori. 
general pathological conditions,"Reoperation for recurrent peptic ulcer disease. The patient with recurrent peptic ulcer evidences failure of an initial operation to control the ulcer diathesis. A trial of aggressive medical therapy is warranted in elective presentations and has a moderate chance of success. Failing this, we believe that reoperation should be tailored to the patient's physiologic status and previous operation (Table 5). Nevertheless, in most cases, we believe that the second operation should be the final operation and should consist of the procedure with the lowest recurrence rates. Therefore, we believe that the assurance of an adequate antrectomy and complete vagal section is the preferred procedure for most patients with recurrent peptic ulcer. "
general pathological conditions,"Peritoneal blastomycosis. Blastomycosis is a systemic fungal infection caused by Blastomyces dermatitidis. Involvement of the peritoneum is unusual, with only two previously reported cases that occurred in association with disseminated disease. A single case of histopathologically proven blastomycosis involving the peritoneum is presented, as well as a short overview of previously published cases on gastrointestinal and peritoneal blastomycosis. The case is unique in that chronic peritonitis was the only manifestation of disease. The diagnosis was made by laparoscopy. "
general pathological conditions,"Fast short-tau inversion-recovery MR imaging. To enhance the versatility of the short-tau inversion-recovery (STIR) sequences, the authors determined a range of repetition time (TR) and inversion time (TI) combinations that suppress signal intensity from fat by study of both patient and phantom images. To make fast STIR images, variations in the following pulsing conditions were studied with use of an interactive computer program: decreasing the TR, limiting the number of excitations, and limiting the number of phase-encoding steps. The authors found that (a) STIR imaging need not be time consuming, (b) fat suppression can be accomplished at shorter TR by using shorter TI, and (c) short-TR fast STIR imaging is sensitive to enhancement with gadopentetate dimeglumine. "
general pathological conditions,"Scatter photocoagulation restores tissue hypoxia in experimental vasoproliferative microangiopathy in miniature pigs. Experimental retinal branch vein occlusion using argon laser photocoagulation in miniature pigs induced the development of ischemic retinal territories associated with preretinal neovascularization. Preretinal partial pressure of oxygen (PO2) measurements on the ischemic territories, using O2-sensitive microelectrodes, established that the ischemic retinal areas were hypoxic. Scatter photocoagulation of these ischemic hypoxic territories restores the local PO2 to the normal values within 2 weeks. Hence, the reported inhibitory effect of photocoagulation on the development of retinal neovascularization could be due to a reversal effect on tissue hypoxia. "
general pathological conditions,"Discontinuation of neuroleptic medication in older, outpatient schizophrenics. A placebo-controlled, double-blind trial. Thirty-five schizophrenic outpatients over the age of 52 who had been stable on neuroleptic medication were all switched to haloperidol. Ten patients were unable to tolerate the haloperidol and two dropped out of the study. The remaining 23 patients were randomly and blindly assigned to haloperidol or placebo and then followed for 6 months. Five patients did not complete the study due to medical or administrative reasons. Among the patients who completed the study, five of 10 randomized to placebo relapsed compared with only one of eight randomized to haloperidol. However, three of 10 patients randomized to placebo have remained stable without medication for 2.5 years. "
general pathological conditions,"Nitrous oxide antagonizes CNS stimulation by laudanosine in mice. We have investigated whether nitrous oxide antagonizes or augments the CNS stimulant action of laudanosine in mice by comparing the mean convulsive doses (CD50 (SE] of a control group and those following pretreatment with 65% nitrous oxide in oxygen for 20 and 180 min. Nitrous oxide significantly increased CD50 from 46.8 (1.4) mg kg-1 of control to 57.3 (1.3) mg kg-1 at 20 min and 53.5 (1.7) mg kg-1 at 180 min. The attenuation of the effect of nitrous oxide at 180 min, suggestive of possible partial drug tolerance, was not statistically significant. These findings indicate that nitrous oxide antagonizes the CNS stimulating action of laudanosine. "
general pathological conditions,"Eosinophilia-myalgia syndrome. Recognition of a distinct clinicopathologic entity The eosinophilia-myalgia syndrome is a newly described disorder related to the ingestion of L-tryptophan-containing products. Its presentation may mimic other disorders characterized by eosinophilia and muscle pain and/or weakness, but can be differentiated by certain characteristic laboratory and pathologic findings. We report two such cases, describe their features, and review similar syndromes. "
general pathological conditions,"Reinforcement of incontinent stools in the treatment of encopresis. In this paper, fecal incontinence and constipation were treated in two mentally retarded individuals using a novel intervention wherein incontinent stools were first rewarded in order to increase the frequency of bowel movements. This intervention was implemented only after more traditional pediatric and behavioral treatments were unsuccessful. The reinforcement of incontinent stools procedure resulted in an increase in both the frequency and the number of continent stools for both individuals. Hypotheses regarding the failure of previous treatments and the success of the current treatment are discussed as well as directions for future research. "
general pathological conditions,"Ulcerative colitis and giant cell arteritis associated with sensorineural deafness Sensorineural deafness is rarely associated with both ulcerative colitis and giant cell arteritis. A patient is described in whom acute sensorineural deafness occurred in association with episcleritis, ulcerative colitis and clinical features suggesting giant cell arteritis. "
general pathological conditions,Severe hemorrhagic radiation proctitis advancing to gradual cessation with hyperbaric oxygen. We report a case of a male patient suffering from a severe hemorrhagic radiation proctitis which gradually ceased with hyperbaric oxygen. We discuss the mechanisms of chronic radiation injury and the effect of the hyperbaric oxygen. This therapy is proposed as an alternative to surgical intervention for this abnormality. 
general pathological conditions,"Management of low-risk metastatic gestational trophoblastic tumors. The clinical course of 48 patients with low-risk metastatic gestational trophoblastic tumors (GTTs) treated with primary single-agent chemotherapy was reviewed. All patients achieved sustained remission, although 25 (51%) required a second single-agent regimen, and 7 (14%) needed combination chemotherapy to achieve it. An average of 3.4 courses of chemotherapy were necessary to achieve remission, and 6 patients (12%) underwent resection of resistant tumor foci. Primary single-agent chemotherapy is a reasonable treatment option in patients with low-risk metastatic GTT. "
general pathological conditions,"An angiographic technique for three-dimensional determination of arterial supply patterns in cadaver soft tissue. A method for arterial tree mapping that can be used in cadaver soft tissue is presented. In situ angiograms and photographs are supplemented with profile angiograms of relatively narrow bands of tissue from the removed specimen. The described method was better suited for mapping the course and supply patterns of a soft-tissue arterial network than either in situ angiograms or dissection. While practical problems were encountered with most of the solutions used for providing radiopacity or structural support to the vessels, pure barium sulfate was found to be suitable because it filled the vascular tree to the capillary level without leakage during excision of the specimen. "
general pathological conditions,"Heart weights of white men 20 to 39 years of age. An analysis of 218 autopsy cases. Review of autopsy data for 218 white men between 20 and 39 years of age who died of injuries or suddenly and unexpectedly indicated a mean heart weight of 371 g. The mean for those dying of external causes was 364 g whereas the mean for those dying of natural causes was 446 g. A coefficient for heart weight expressed as a percentage of body weight was lower in heavy individuals than lightweight individuals; it ranged between 0.38% and 0.55%, with a mean of 0.48%. Heart weight, including epicardial fat, increased with age and body weight. These data may be useful to those who are called upon to investigate sudden and unexpected deaths. "
general pathological conditions,"Late rupture of a superior intercostal artery following repair of aortic coarctation. Having had surgical repair of aortic coarctation at the age of 12 years, and re-operation at the age of 19 years for stenosis at the site of the previous repair, a 29 years old man presented as an emergency with a 24 hour history of interscapular pain, haemoptysis and collapse. At thoracotomy he was found to have a ruptured superior intercostal artery which was ligated. Spontaneous rupture of an intercostal artery has not been previously recorded. "
general pathological conditions,"Patients with mental disorders who work. Mental illness can devastate persons intellectually and emotionally; with maintenance therapy, however, certain patients with chronic mental illnesses are capable of holding a variety of jobs. From the total population of psychiatric patients in our VA outpatient clinic, the 87 who were gainfully employed were identified to determine common factors among them. Affective disorders were the predominant diagnoses among patients who worked, while schizophrenia was more common among those who did not. Alcoholism was diagnosed in approximately 25% of working and nonworking groups. "
general pathological conditions,"Long-term efficacy of primary laser trabeculoplasty. Sixty glaucomatous eyes of 60 patients treated with laser trabeculoplasty as primary therapy were reviewed retrospectively. There were 42 eyes with capsular glaucoma and 18 with simple glaucoma. The mean prelaser intraocular pressure (IOP) was 35.2 (SD = 6.5) mmHg. Success was defined as IOP less than or equal to 22 mmHg without medication. The probability of success was 0.73 at 1 year, 0.66 at 2 years, 0.57 at 3 years, and 0.50 at 4 years. Three eyes experienced progressive visual field loss or disc damage in spite of an intraocular pressure below 22 mmHg without medication. High prelaser pressure and the severity of the visual field defects were significant predictors of treatment failure. "
general pathological conditions,Dexamethasone as an adjunct in oropharyngeal obstruction in a patient with leukemia. Incipient airway obstruction due to fulminating bacterial infection of pharyngeal tissues requires prompt and definitive intervention. A case is presented in which dexamethasone was a key adjunct to antibiotic therapy in averting this problem in a severely neutropenic patient with acute leukemia. 
general pathological conditions,"Electrocardiographic J waves after resuscitation from cardiac arrest. A patient was monitored prior to, during, and after cardiac arrest with a Holter monitor and an electrocardiograph. The arrest occurred without any premonitory signs on the ECG. At the onset of the arrest, torsades de pointes ventricular tachycardia occurred, which quickly degenerated into ventricular fibrillation. After a successful second defibrillation, the patient developed Osborn waves, which subsided within a few minutes. "
general pathological conditions,"Percutaneous puncture of a nondeflatable coronary artery angioplasty balloon. We report a case in which a balloon catheter became permanently inflated in a coronary artery saphenous vein bypass graft. While still inflated, the balloon was forcibly withdrawn from the graft into the external iliac artery and successfully deflated via percutaneous puncture using a CHIBA needle. "
general pathological conditions,"Locked intramedullary fixation for metaphyseal malunion and nonunion. Locked intramedullary rod fixation, established for metaphyseal fractures, is applicable to reconstructive procedures. Fourteen cases of complex nonunion or malunion (five infected) were reviewed retrospectively. Thirteen of the 14 fractures united. Eleven of 14 required an open procedure for removal of metal, soft-tissue release, bone grafting, osteotomy, or resection of infected bone. Infections were controlled by resection, depot antibiotics, and early stabilization. Interlocking intramedullary rods are an excellent fixation technique for posttraumatic metaphyseal reconstructive procedures. "
general pathological conditions,"Granulomatous sialadenitis. Granulomatous inflammation in salivary tissues is most often a response to liberated ductal contents, particularly mucin, in various degrees of obstructive sialadenopathy. Far less often is a granulomatous sialadenitis the result of specific infective granulomas or systemic granuloma-forming diseases. In these instances, the salivary parenchymal involvement is usually secondary to disease localization in regional lymph nodes. "
general pathological conditions,"Deletion of Alu sequences in the fifth c-sis intron in individuals with meningiomas. An abnormality in the c-sis protooncogene was identified in leukocyte DNA from members of a family predisposed to the development of meningioma, and was found to be associated with the development of the tumor in those individuals. Molecular analysis of this abnormality demonstrated a deletion within the fifth intron of the c-sis gene. The normal c-sis gene has an Alu sequence in this region which includes two perfect 130 nucleotide repeated sequences separated by 5 bp. The deleted c-sis allele is missing precisely one copy of the 130 bp repeat and the intervening 5 bp. An identical deletion was also found in DNA from 1 of 13 sporadic meningiomas. "
general pathological conditions,Coracoclavicular screw fixation for unstable fractures of the distal clavicle. A report of five cases. Five consecutive unstable fractures of the distal third of the clavicle were treated by indirect open reduction and internal fixation using a temporary Bosworth-type screw. Coracoclavicular fixation provided and maintained reduction of the fracture. Healing occurred uneventfully within nine weeks in all cases. The screw was removed under local anaesthesia after healing of the fracture and there were no surgical complications. Shoulder function was restored to the pre-injury level. Temporary coracoclavicular screw fixation appears to be a valuable alternative for the treatment of type II fractures of the distal third of the clavicle. 
general pathological conditions,"Angiotensin-converting-enzyme inhibitors and anaphylactoid reactions to high-flux membrane dialysis In a retrospective study, 9 of 236 haemodialysis patients treated with high-flux polyacrylonitrile 'AN 69' membranes were found to have had anaphylactoid reactions. Treatment with angiotensin-converting-enzyme (ACE) inhibitors had been recently started in all 9 affected patients; only 5 of 227 unaffected patients had been treated with ACE inhibitors, and anaphylactoid reactions disappeared after discontinuation of ACE inhibitors. "
general pathological conditions,"Capsular genu syndrome. We report 5 patients with unilateral infarct and 1 with hemorrhage limited to the genu of the internal capsule. The most prominent finding was contralateral facial and lingual hemiparesis with dysarthria. Three patients also showed unilateral mastication-palatal-pharyngeal weakness, and 1 had unilateral vocal cord paresis. Mild limb involvement was limited to hand weakness in 4 patients. Our findings suggest that the majority of motor corticopontine and corticocobulbar fibers are located in the genu of the internal capsule. The faciolingual syndrome and its variants are highly suggestive of capsular genu stroke. "
general pathological conditions,Squamous carcinoma metastatic to the sternum. A 63-year-old man had a 10 x 16-cm sternal mass 18 months after a second aortocoronary bypass operation. The resected lesion was a metastatic tumor of squamous histology. No primary tumor was found. The diagnostic work-up and treatment options are presented. 
general pathological conditions,"Stiff-man syndrome: a GABAergic autoimmune disorder with autoantigenic heterogeneity. Autoantibodies that reacted with cell bodies and axon terminals of gamma-aminobutyric acid (GABA)ergic neurons were present in the serum and cerebrospinal fluid in a patient with stiff-man syndrome with type I diabetes. Immunoblot experiments using this patient's serum and cerebrospinal fluid did not corroborate an earlier observation that these autoantibodies are directed against the GABAergic cytosolic enzyme, L-glutamic acid decarboxylase. While L-glutamic acid decarboxylase autoantibodies may be associated with this syndrome, they do not appear to be easily demonstrated. "
general pathological conditions,Emphysematous pyelonephritis: surgical implications. Emphysematous pyelonephritis in patients with diabetes mellitus is increasingly recognised as a disease requiring urgent and aggressive treatment. We present 3 cases of emphysematous pyelonephritis; 1 patient required percutaneous nephrostomy followed by nephroureterectomy but the other 2 were successfully managed with antibiotics and control of diabetes. Diagnosis was confirmed by sequential imaging techniques which demonstrated an inflammatory renal mass associated with gas and fluid. 
general pathological conditions,"Primary peritoneal sarcoidosis. A 14-year-old male was admitted for the evaluation of tense exudative ascites. Despite thorough evaluation, the diagnosis remained cryptic until peritoneoscopy revealed diffuse studding of the entire visualized peritoneum with multiple miliary nodules, and peritoneal biopsy demonstrated multiple noncaseating epithelioid granulomas. After other causes were excluded, a diagnosis of sarcoidosis was considered and confirmed with classic endobronchial findings at bronchoscopy. Involvement of the peritoneum with sarcoidosis is rare and, to our knowledge, only one other case describes this as the initial manifestation of this disease. "
general pathological conditions,Subarachnoid hemorrhage caused by a fungal aneurysm of the vertebral artery as a complication of intracranial aneurysm clipping. Case report. Intracranial aneurysms are an uncommon manifestation of fungal infection. A case is described in which the formation of an aneurysm followed an intracranial intraoperative Aspergillus infection attributable to a long period of preoperative antibiotic medication and immunosuppressive therapy with steroids. 
